,ID,School Name_x,Total Grads % of cohort,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school,target
1068,14K558_2017,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,95.4,2.74,2.47,0.92,4,0.6459999999999999,0.92,4,565.0,0.025,0.313,0.025,0.457,0.596,0.005,0.253,0.051,,,0.256,0.8,4,3,4,4,3,0.93,4,0.88,3,4,0.9109999999999999,0.96,4,0.977,0.95,4,8.5,1
1069,14K561_2017,WILLIAMSBURG PREPARATORY SCHOOL,94.0,2.86,2.55,0.87,4,0.6729999999999999,0.89,3,686.0,0.025,0.16899999999999998,0.034,0.496,0.706,0.003,0.179,0.09300000000000001,,,0.305,0.909,4,3,4,4,3,0.77,3,0.81,2,4,0.9,0.72,3,0.963,0.92,3,6.6,1
1070,14K586_2017,LYONS COMMUNITY SCHOOL,64.2,2.45,2.03,0.89,3,0.815,0.88,3,347.0,0.013999999999999999,0.34600000000000003,0.133,0.622,0.611,0.003,0.222,0.026000000000000002,,,0.589,0.809,3,3,3,3,3,0.77,3,0.85,3,2,0.807,0.72,2,0.977,0.9,3,10.0,0
1071,14K610_2017,AUTOMOTIVE HIGH SCHOOL,73.8,2.37,2.11,0.84,3,0.72,0.87,3,337.0,0.036000000000000004,0.49,0.10400000000000001,0.5579999999999999,0.42100000000000004,0.08900000000000001,0.318,0.03,,,0.509,0.444,3,2,3,3,2,0.76,2,0.84,3,2,0.805,0.7,2,0.966,0.89,3,0.9,1
1072,14K614_2017,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,100.0,2.86,2.46,0.87,3,0.7020000000000001,0.93,4,238.0,0.038,0.542,0.067,0.525,0.307,0.004,0.16,0.071,,,0.34,0.75,4,3,4,3,3,0.87,4,0.92,4,3,0.884,0.73,3,0.982,0.88,3,0.8,1
1073,14K632_2017,FRANCES PERKINS ACADEMY,72.4,2.43,2.1,0.52,0,0.785,0.67,0,114.0,0.009000000000000001,0.667,0.026000000000000002,0.623,0.263,0.009000000000000001,0.316,0.035,,,0.431,0.6920000000000001,3,3,3,3,3,0.69,0,0.74,0,0,0.853,0.67,0,0.965,0.72,0,0.9,0
1074,14K685_2017,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,56.1,2.48,2.1,0.9,4,0.7859999999999999,0.93,4,242.0,0.004,0.095,0.157,0.579,0.855,0.004,0.252,0.012,,,0.502,0.688,4,3,4,4,4,0.87,4,0.87,3,3,0.818,0.83,3,0.987,0.95,4,6.0,0
1075,15K429_2017,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,70.6,2.66,2.27,0.81,3,0.765,0.84,3,161.0,0.037000000000000005,0.59,0.031,0.609,0.342,0.006,0.248,0.031,,,0.44799999999999995,0.85,4,3,4,3,3,0.79,3,0.82,2,3,0.8909999999999999,0.67,3,0.9590000000000001,0.79,2,3.8,0
1076,15K448_2017,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIE,90.9,2.74,2.27,0.89,4,0.608,0.9,3,405.0,0.032,0.375,0.057,0.42200000000000004,0.491,0.0,0.299,0.081,,,0.466,0.8,4,3,4,4,4,0.81,4,0.91,4,3,0.836,0.71,3,0.9690000000000001,0.93,4,2.9,1
1077,15K462_2017,JOHN JAY SCHOOL FOR LAW,79.8,2.74,2.33,0.75,3,0.6509999999999999,0.82,2,421.0,0.012,0.6890000000000001,0.031,0.489,0.24,0.0,0.14300000000000002,0.028999999999999998,,,0.473,0.5379999999999999,4,4,4,4,4,0.79,4,0.77,2,3,0.8540000000000001,0.69,3,0.9490000000000001,0.81,2,7.0,1
1078,15K463_2017,SECONDARY SCHOOL FOR JOURNALISM,61.5,2.7,2.33,0.82,2,0.664,0.89,3,236.0,0.07200000000000001,0.48700000000000004,0.12300000000000001,0.45799999999999996,0.373,0.0,0.19899999999999998,0.055,,,0.528,0.75,3,2,2,2,2,0.71,2,0.73,1,2,0.835,0.62,2,0.9540000000000001,0.83,2,1.7,0
1079,15K464_2017,PARK SLOPE COLLEGIATE,62.9,2.58,2.27,0.79,3,0.63,0.86,3,414.0,0.06,0.423,0.087,0.45399999999999996,0.423,0.002,0.196,0.063,,,0.363,0.66,4,3,4,4,4,0.69,3,0.86,3,2,0.87,0.67,3,0.9590000000000001,0.87,3,13.0,0
1080,15K497_2017,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,75.0,2.7,2.38,0.89,4,0.67,0.9,3,295.0,0.057999999999999996,0.49200000000000005,0.102,0.502,0.325,0.013999999999999999,0.166,0.092,,,0.633,0.488,3,3,4,4,4,0.81,4,0.89,3,2,0.802,0.74,2,0.966,0.88,3,4.8,1
1081,15K519_2017,COBBLE HILL SCHOOL OF AMERICAN STUDIES,74.1,2.67,2.26,0.77,3,0.6970000000000001,0.78,2,598.0,0.033,0.63,0.08199999999999999,0.513,0.268,0.003,0.21100000000000002,0.027999999999999997,,,0.508,0.629,4,3,4,3,3,0.73,3,0.86,3,3,0.8029999999999999,0.67,3,0.956,0.83,2,6.8,1
1082,15K592_2017,KHALIL GIBRAN INTERNATIONAL ACADEMY,62.7,2.54,2.25,0.7,3,0.753,0.84,3,268.0,0.168,0.358,0.381,0.418,0.063,0.0,0.142,0.366,,,0.42100000000000004,0.522,4,3,3,4,3,0.78,3,0.85,3,3,0.845,0.68,3,0.971,0.89,3,5.8,0
1083,15K656_2017,BROOKLYN HIGH SCHOOL OF THE ARTS,73.5,3.02,2.58,0.86,3,0.57,0.9,3,866.0,0.027000000000000003,0.691,0.013000000000000001,0.395,0.21899999999999997,0.042,0.14300000000000002,0.023,,,0.21100000000000002,0.7070000000000001,4,3,3,3,3,0.81,3,0.83,3,2,0.92,0.67,3,0.9690000000000001,0.88,3,9.0,1
1084,15K667_2017,SUNSET PARK HIGH SCHOOL,76.8,2.6,2.36,0.7,3,0.736,0.71,2,1291.0,0.073,0.095,0.16699999999999998,0.537,0.755,0.04,0.22699999999999998,0.07400000000000001,,,0.35,0.645,4,4,4,4,4,0.71,4,0.85,3,3,0.865,0.75,3,0.973,0.82,3,2.8,1
1085,15K684_2017,MILLENNIUM BROOKLYN HS,97.6,3.65,3.41,0.91,4,0.37799999999999995,0.92,4,654.0,0.087,0.23399999999999999,0.002,0.225,0.248,0.002,0.139,0.34299999999999997,,,0.15,0.698,4,3,4,4,3,0.89,4,0.84,3,4,0.941,0.85,4,0.9570000000000001,0.94,4,2.0,1
1086,16K393_2017,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,59.1,2.38,1.94,0.87,0,0.789,0.83,0,69.0,0.0,0.826,0.0,0.652,0.145,0.0,0.319,0.0,,,0.536,0.625,3,2,3,2,3,0.74,0,0.89,0,0,0.8029999999999999,0.73,0,0.991,0.85,0,6.6,0
1087,16K455_2017,BOYS AND GIRLS HIGH SCHOOL,61.5,2.42,2.09,0.89,3,0.773,0.91,3,396.0,0.018000000000000002,0.836,0.051,0.586,0.10400000000000001,0.083,0.29,0.023,,,0.44299999999999995,0.821,3,2,2,3,2,0.81,2,0.83,2,2,0.847,0.72,3,0.972,0.87,3,1.0,0
1088,16K498_2017,BROOKLYN HS FOR LAW AND TECHNOLOGY,67.5,2.68,2.31,0.72,2,0.73,0.73,2,658.0,0.027000000000000003,0.6659999999999999,0.032,0.568,0.267,0.032,0.233,0.02,,,0.386,0.6579999999999999,3,2,3,3,2,0.71,2,0.79,2,2,0.852,0.59,2,0.9590000000000001,0.8,2,1.9,0
1089,16K594_2017,GOTHAM PROFESSIONAL ARTS ACADEMY,44.2,2.52,2.11,0.63,3,0.741,0.65,2,203.0,0.0,0.7979999999999999,0.034,0.522,0.177,0.0,0.281,0.01,,,0.65,0.882,4,3,4,4,4,0.71,3,0.88,3,2,0.779,0.66,3,0.9540000000000001,0.82,2,10.0,0
1090,16K688_2017,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,65.7,2.3,1.97,0.95,3,0.82,1.0,3,112.0,0.063,0.741,0.08,0.634,0.134,0.0,0.25,0.045,,,0.5920000000000001,0.778,2,2,3,2,2,0.83,2,0.83,2,2,0.778,0.73,2,0.943,0.97,4,4.8,0
1092,17K122_2017,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL P,75.0,2.79,2.47,0.89,3,0.539,0.94,4,573.0,0.027999999999999997,0.855,0.013999999999999999,0.358,0.099,0.0,0.157,0.005,,,0.18899999999999997,0.9229999999999999,4,3,3,3,3,0.84,3,0.89,4,3,0.925,0.72,4,0.973,0.92,4,6.0,1
1093,17K382_2017,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,61.9,2.48,2.13,0.8,2,0.677,0.82,2,259.0,0.023,0.807,0.11599999999999999,0.41700000000000004,0.11599999999999999,0.004,0.17800000000000002,0.023,,,0.424,0.9129999999999999,3,2,3,2,3,0.8,3,0.79,2,2,0.835,0.68,3,0.978,0.84,2,0.4,0
1094,17K408_2017,ACADEMY OF HOSPITALITY AND TOURISM,50.9,2.45,2.14,0.91,3,0.653,0.95,3,191.0,0.042,0.7959999999999999,0.152,0.37200000000000005,0.115,0.0,0.22,0.037000000000000005,,,0.41600000000000004,0.733,3,3,3,3,2,0.85,3,0.92,4,3,0.821,0.75,3,0.993,0.93,4,1.3,0
1095,17K524_2017,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,61.3,1.88,1.96,0.91,4,0.903,0.92,4,420.0,0.179,0.221,0.888,0.33799999999999997,0.474,0.005,0.057,0.11699999999999999,,,0.314,0.7240000000000001,3,4,4,4,4,0.84,4,0.86,3,3,0.883,0.83,3,0.97,0.94,4,7.4,0
1096,17K528_2017,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,54.2,2.6,2.23,0.93,4,0.6559999999999999,0.92,3,214.0,0.033,0.7759999999999999,0.17300000000000001,0.39299999999999996,0.136,0.0,0.182,0.037000000000000005,,,0.319,0.643,4,3,4,4,4,0.82,4,0.83,3,2,0.897,0.68,4,0.955,0.91,3,6.9,0
1097,17K531_2017,SCHOOL FOR HUMAN RIGHTS THE,69.5,2.57,2.21,0.96,4,0.614,0.94,4,278.0,0.006999999999999999,0.878,0.054000000000000006,0.406,0.086,0.004,0.191,0.013999999999999999,,,0.215,0.909,3,3,3,3,3,0.89,3,0.83,2,3,0.92,0.75,3,0.971,0.91,3,10.0,0
1098,17K533_2017,SCHOOL FOR DEMOCRACY AND LEADERSHIP,49.1,2.45,2.14,0.53,0,0.622,0.58,0,212.0,0.009000000000000001,0.915,0.061,0.358,0.038,0.033,0.23600000000000002,0.024,,,0.6609999999999999,0.84,3,2,4,3,3,0.65,0,0.79,0,0,0.736,0.64,0,0.958,0.74,0,5.8,0
1099,17K537_2017,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,72.2,2.57,2.18,0.76,3,0.6920000000000001,0.85,3,432.0,0.016,0.794,0.10400000000000001,0.486,0.139,0.0,0.22899999999999998,0.025,,,0.355,0.9,4,3,4,4,3,0.8,3,0.86,3,3,0.877,0.69,3,0.955,0.88,3,12.3,0
1100,17K539_2017,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,82.9,2.57,2.17,0.73,3,0.6729999999999999,0.85,3,362.0,0.027999999999999997,0.782,0.127,0.409,0.138,0.003,0.188,0.027999999999999997,,,0.374,0.727,3,3,3,3,3,0.68,3,0.84,3,3,0.8390000000000001,0.64,3,0.958,0.81,2,1.0,1
1101,17K543_2017,SCIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH,97.6,3.37,3.22,0.92,4,0.511,0.95,4,350.0,0.051,0.84,0.006,0.354,0.08,0.0,0.069,0.011000000000000001,,,0.105,0.871,4,3,4,4,3,0.9,4,0.97,4,3,0.963,0.78,4,0.985,0.92,4,9.0,1
1102,17K546_2017,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,94.6,3.13,2.77,0.87,3,0.619,0.93,4,460.0,0.046,0.754,0.022000000000000002,0.428,0.172,0.026000000000000002,0.146,0.011000000000000001,,,0.157,0.9309999999999999,3,3,3,3,3,0.83,3,0.81,2,3,0.934,0.71,3,0.9620000000000001,0.9,3,4.4,1
1103,17K547_2017,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,68.0,2.58,2.26,0.78,3,0.6559999999999999,0.75,2,386.0,0.049,0.8290000000000001,0.052000000000000005,0.47700000000000004,0.091,0.023,0.18100000000000002,0.021,,,0.287,0.885,3,3,4,3,3,0.79,3,0.85,3,3,0.9009999999999999,0.67,3,0.987,0.86,3,14.0,0
1104,17K548_2017,BROOKLYN SCHOOL FOR MUSIC & THEATRE,69.5,2.57,2.12,0.89,3,0.7,0.93,4,312.0,0.01,0.8079999999999999,0.016,0.5379999999999999,0.154,0.006,0.19899999999999998,0.019,,,0.43700000000000006,0.708,3,2,3,3,3,0.76,3,0.88,3,2,0.8320000000000001,0.62,3,0.9690000000000001,0.92,4,10.0,0
1105,17K590_2017,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,96.2,3.48,3.25,0.83,3,0.47200000000000003,0.91,4,945.0,0.025,0.8859999999999999,0.005,0.293,0.053,0.0,0.081,0.006999999999999999,,,0.34700000000000003,0.852,4,4,4,3,3,0.81,4,0.93,4,3,0.894,0.58,3,0.968,0.88,3,15.9,1
1106,17K600_2017,CLARA BARTON HIGH SCHOOL,69.1,2.72,2.3,0.75,2,0.6,0.78,3,1244.0,0.01,0.8809999999999999,0.086,0.396,0.068,0.084,0.184,0.006999999999999999,,,0.315,0.846,3,2,3,3,2,0.73,2,0.77,2,2,0.8859999999999999,0.58,2,0.9670000000000001,0.78,2,10.4,0
1107,17K745_2017,BROOKLYN INSTITUTE FOR LIBERAL ARTS,91.8,2.62,2.21,0.89,3,0.611,0.9,3,359.0,0.011000000000000001,0.8909999999999999,0.055999999999999994,0.435,0.064,0.0,0.198,0.013999999999999999,,,0.19899999999999998,0.24,4,3,4,3,3,0.81,3,0.87,3,4,0.9279999999999999,0.75,4,0.985,0.9,3,5.0,1
1108,17K751_2017,ACADEMY FOR HEALTH CAREERS,79.0,2.64,2.28,0.83,3,0.72,0.84,3,399.0,0.035,0.815,0.048,0.546,0.095,0.04,0.16,0.015,,,0.573,0.643,3,2,3,3,2,0.76,2,0.82,2,2,0.825,0.62,2,0.961,0.86,2,7.0,1
1109,18K563_2017,IT TAKES A VILLAGE ACADEMY,89.2,2.71,2.36,0.91,4,0.67,0.94,4,732.0,0.013999999999999999,0.8690000000000001,0.182,0.374,0.07,0.003,0.13699999999999998,0.016,,,0.207,0.688,4,3,4,4,4,0.79,4,0.91,4,4,0.909,0.65,3,0.966,0.87,3,10.0,1
1110,18K566_2017,BROOKLYN GENERATION SCHOOL,59.3,2.53,2.13,0.81,3,0.605,0.86,3,227.0,0.013000000000000001,0.872,0.057,0.419,0.079,0.004,0.21100000000000002,0.009000000000000001,,,0.237,0.9570000000000001,4,3,4,4,3,0.8,3,0.88,3,3,0.905,0.72,4,0.973,0.9,3,5.8,0
1111,18K567_2017,BROOKLYN THEATRE ARTS HIGH SCHOOL,74.7,2.53,2.14,0.74,2,0.674,0.72,2,372.0,0.008,0.815,0.024,0.49700000000000005,0.113,0.013000000000000001,0.16899999999999998,0.019,,,0.617,0.889,3,3,3,3,3,0.75,3,0.8,2,3,0.823,0.63,2,0.9620000000000001,0.8,2,4.9,1
1112,18K569_2017,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,82.9,2.5,2.1,0.86,4,0.616,0.91,3,382.0,0.005,0.927,0.031,0.419,0.06,0.01,0.228,0.003,,,0.35,0.655,4,3,4,4,3,0.79,3,0.83,3,3,0.889,0.68,3,0.97,0.89,3,2.9,1
1113,18K576_2017,VICTORY COLLEGIATE HIGH SCHOOL,71.9,2.55,2.2,0.77,3,0.618,0.82,2,340.0,0.006,0.8590000000000001,0.018000000000000002,0.444,0.065,0.006,0.24100000000000002,0.006,,,0.386,0.792,4,4,4,4,4,0.65,4,0.8,2,2,0.878,0.61,3,0.9670000000000001,0.83,2,1.3,0
1114,18K589_2017,ARTS & MEDIA PREPARATORY ACADEMY,57.6,2.54,2.1,0.77,0,0.7240000000000001,0.82,0,184.0,0.027000000000000003,0.7929999999999999,0.125,0.5539999999999999,0.114,0.016,0.201,0.06,,,0.526,0.6,3,2,2,3,2,0.74,0,0.74,0,0,0.8140000000000001,0.61,0,0.961,0.86,0,3.0,0
1115,18K617_2017,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,62.1,2.52,2.19,0.81,3,0.594,0.88,3,282.0,0.011000000000000001,0.848,0.08199999999999999,0.387,0.11,0.021,0.17,0.021,,,0.456,0.7140000000000001,3,3,3,3,3,0.74,3,0.85,0,3,0.8640000000000001,0.65,2,0.98,0.89,0,9.0,0
1116,18K629_2017,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,69.3,2.51,2.18,0.74,2,0.5589999999999999,0.77,2,332.0,0.012,0.87,0.09,0.34,0.087,0.003,0.214,0.015,,,0.337,0.769,3,2,3,3,2,0.74,2,0.84,3,3,0.865,0.68,3,0.9690000000000001,0.85,3,0.8,0
1117,18K633_2017,HIGH SCHOOL FOR MEDICAL PROFESSIONS,87.9,2.85,2.49,0.86,3,0.585,0.91,3,428.0,0.03,0.818,0.035,0.41100000000000003,0.131,0.002,0.157,0.016,,,0.3,0.75,3,3,4,3,3,0.8,3,0.85,3,3,0.905,0.67,2,0.9690000000000001,0.9,3,3.8,1
1118,18K637_2017,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,80.6,2.53,2.22,0.92,3,0.659,0.97,4,284.0,0.053,0.782,0.113,0.419,0.08800000000000001,0.006999999999999999,0.19,0.067,,,0.53,0.45,4,2,4,3,3,0.82,3,0.97,4,4,0.8220000000000001,0.71,3,0.9740000000000001,0.94,4,5.8,1
1119,18K642_2017,URBAN ACTION ACADEMY,49.4,2.42,2.1,0.86,3,0.607,0.86,3,310.0,0.013000000000000001,0.79,0.11900000000000001,0.4,0.113,0.052000000000000005,0.223,0.065,,,0.5539999999999999,0.5,4,3,3,3,4,0.75,3,0.81,2,2,0.805,0.65,3,0.988,0.86,3,4.0,0
1120,19K404_2017,ACADEMY FOR YOUNG WRITERS,83.1,2.88,2.3,0.81,4,0.653,0.84,3,375.0,0.011000000000000001,0.7120000000000001,0.011000000000000001,0.483,0.243,0.0,0.20800000000000002,0.011000000000000001,,,0.442,0.58,4,4,4,4,4,0.74,4,0.89,3,2,0.879,0.68,3,0.975,0.89,3,0.8,1
1121,19K409_2017,EAST NEW YORK FAMILY ACADEMY,88.9,2.67,2.42,0.88,3,0.705,0.87,3,286.0,0.042,0.5870000000000001,0.049,0.524,0.353,0.013999999999999999,0.213,0.006999999999999999,,,0.414,0.718,3,2,3,3,2,0.82,2,0.89,3,2,0.882,0.72,3,0.985,0.88,3,3.6,1
1122,19K502_2017,FDNY  CAPTAIN VERNON A RICHARDS HIGH SCHOOL FOR FI,69.6,2.44,2.09,0.73,2,0.741,0.76,2,340.0,0.012,0.7090000000000001,0.038,0.5529999999999999,0.259,0.053,0.268,0.006,,,0.546,0.556,3,3,3,3,3,0.72,3,0.96,4,2,0.795,0.67,2,0.961,0.81,2,9.9,0
1123,19K504_2017,HIGH SCHOOL FOR CIVIL RIGHTS,55.3,2.39,2.09,0.77,2,0.78,0.77,2,284.0,0.011000000000000001,0.743,0.07400000000000001,0.585,0.215,0.006999999999999999,0.23199999999999998,0.018000000000000002,,,0.643,0.643,3,2,3,2,2,0.72,2,0.86,3,3,0.737,0.72,2,0.968,0.85,3,10.8,0
1124,19K507_2017,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,49.5,2.54,2.15,0.85,3,0.778,0.91,3,466.0,0.019,0.693,0.09,0.586,0.268,0.049,0.204,0.006,,,0.331,0.767,3,2,3,3,3,0.83,3,0.81,2,2,0.861,0.68,3,0.9470000000000001,0.89,3,4.0,0
1125,19K510_2017,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,60.6,2.49,2.16,0.9,3,0.792,0.88,3,246.0,0.045,0.748,0.09300000000000001,0.589,0.187,0.0,0.19899999999999998,0.008,,,0.5720000000000001,0.778,3,2,2,2,2,0.73,2,0.82,2,3,0.8109999999999999,0.7,2,0.966,0.89,3,3.7,0
1126,19K583_2017,MULTICULTURAL HIGH SCHOOL,62.0,1.8,1.74,0.92,4,0.95,0.95,4,202.0,0.0,0.0,0.9159999999999999,0.342,0.995,0.0,0.02,0.005,,,0.314,0.765,4,3,3,4,3,0.87,3,0.87,3,2,0.903,0.83,4,0.9690000000000001,0.95,4,5.8,0
1127,19K615_2017,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,63.8,2.52,2.23,0.77,3,0.6679999999999999,0.79,3,838.0,0.047,0.5920000000000001,0.062,0.496,0.32,0.005,0.257,0.02,,,0.40299999999999997,0.818,3,2,3,3,3,0.75,2,0.8,2,2,0.8390000000000001,0.65,3,0.9570000000000001,0.87,3,3.8,0
1128,19K618_2017,ACADEMY OF INNOVATIVE TECHNOLOGY,71.6,2.58,2.2,0.88,4,0.657,0.92,4,408.0,0.054000000000000006,0.434,0.10300000000000001,0.466,0.466,0.022000000000000002,0.24,0.02,,,0.358,0.6759999999999999,4,3,4,4,4,0.82,4,0.87,3,3,0.8759999999999999,0.77,4,0.975,0.94,4,9.0,0
1129,19K639_2017,BROOKLYN LAB SCHOOL,53.3,2.36,2.08,0.71,2,0.792,0.82,3,329.0,0.106,0.31,0.21600000000000003,0.505,0.535,0.012,0.195,0.03,,,0.544,0.7140000000000001,2,2,3,3,2,0.68,2,0.91,3,2,0.7929999999999999,0.65,2,0.963,0.84,3,0.8,0
1130,19K659_2017,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,68.3,2.5,2.24,0.87,3,0.763,0.88,3,215.0,0.126,0.21899999999999997,0.177,0.507,0.609,0.005,0.163,0.019,,,0.278,0.833,3,3,3,4,3,0.83,3,0.9,3,3,0.8859999999999999,0.74,4,0.965,0.89,3,4.9,0
1131,19K660_2017,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,62.5,2.38,2.04,0.9,3,0.757,0.92,4,465.0,0.026000000000000002,0.684,0.071,0.6,0.28,0.105,0.295,0.002,,,0.579,0.9229999999999999,3,2,3,3,3,0.79,3,0.78,2,3,0.762,0.65,2,0.963,0.9,3,8.8,0
1132,19K683_2017,THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS WR,63.5,2.49,2.07,0.87,4,0.764,0.88,3,313.0,0.13699999999999998,0.55,0.195,0.537,0.275,0.08,0.20800000000000002,0.026000000000000002,,,0.48200000000000004,0.7829999999999999,4,3,3,4,3,0.76,3,0.84,3,3,0.835,0.67,3,0.9590000000000001,0.89,3,2.4,0
1134,20K445_2017,NEW UTRECHT HIGH SCHOOL,77.2,2.78,2.78,0.87,2,0.665,0.89,3,3661.0,0.39799999999999996,0.036000000000000004,0.204,0.42,0.298,0.057,0.166,0.258,,,0.311,0.825,3,2,3,2,3,0.81,3,0.8,2,3,0.868,0.64,0,0.966,0.86,3,9.6,1
1135,20K485_2017,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,86.5,2.92,2.84,0.89,4,0.645,0.91,4,1263.0,0.192,0.081,0.064,0.488,0.528,0.027999999999999997,0.19399999999999998,0.17,,,0.182,0.6,3,3,4,4,3,0.83,3,0.82,2,3,0.9279999999999999,0.79,4,0.965,0.92,4,3.4,1
1136,20K490_2017,FORT HAMILTON HIGH SCHOOL,70.4,3.0,2.92,0.86,3,0.624,0.86,4,4551.0,0.27399999999999997,0.043,0.166,0.39299999999999996,0.315,0.04,0.152,0.34700000000000003,,,0.267,0.8109999999999999,4,3,4,3,3,0.8,3,0.74,1,2,0.9,0.71,3,0.965,0.84,2,4.8,0
1137,20K505_2017,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,61.3,2.67,2.54,0.72,2,0.769,0.7,2,3183.0,0.39,0.11699999999999999,0.365,0.415,0.314,0.057,0.14300000000000002,0.174,,,0.28600000000000003,0.843,3,2,3,3,2,0.73,2,0.73,1,3,0.887,0.7,3,0.9640000000000001,0.79,2,2.0,0
1138,20K609_2017,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,92.9,2.99,2.65,0.87,3,0.716,0.91,4,341.0,0.47200000000000003,0.196,0.12,0.537,0.17,0.006,0.152,0.15,,,0.341,0.591,4,4,4,3,3,0.87,4,0.82,2,4,0.897,0.77,3,0.977,0.89,3,10.0,1
1139,21K337_2017,INTERNATIONAL HS AT LAFAYETTE,63.0,1.83,2.32,0.88,3,0.919,0.91,4,367.0,0.36,0.054000000000000006,0.875,0.3,0.335,0.003,0.033,0.248,,,0.298,0.769,3,3,3,3,3,0.82,3,0.84,3,3,0.889,0.81,3,0.975,0.92,4,5.8,0
1140,21K344_2017,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,61.5,2.86,2.55,0.78,3,0.628,0.8,3,587.0,0.11900000000000001,0.198,0.131,0.426,0.235,0.0,0.196,0.434,,,0.391,0.857,4,3,4,3,2,0.77,3,0.78,2,2,0.8640000000000001,0.72,3,0.961,0.88,3,10.6,0
1141,21K348_2017,HIGH SCHOOL OF SPORTS MANAGEMENT,59.3,2.52,2.23,0.86,3,0.708,0.91,3,273.0,0.04,0.5529999999999999,0.08800000000000001,0.531,0.256,0.004,0.23800000000000002,0.121,,,0.5329999999999999,0.765,3,2,2,3,2,0.79,2,0.85,3,2,0.8059999999999999,0.65,2,0.97,0.86,3,12.0,0
1142,21K410_2017,ABRAHAM LINCOLN HIGH SCHOOL,67.1,2.73,2.44,0.85,3,0.6890000000000001,0.84,3,2049.0,0.168,0.39,0.18100000000000002,0.444,0.23,0.057,0.162,0.195,,,0.377,0.805,4,3,4,4,3,0.78,3,0.74,1,2,0.86,0.71,3,0.963,0.84,2,12.8,0
1143,21K468_2017,KINGSBOROUGH EARLY COLLEGE SCHOOL,95.0,3.24,3.09,0.95,4,0.47600000000000003,0.98,4,349.0,0.06,0.209,0.003,0.324,0.266,0.0,0.18899999999999997,0.447,,,0.22399999999999998,0.816,4,4,4,4,4,0.86,4,0.88,3,4,0.912,0.67,3,0.958,0.93,4,2.0,1
1144,21K525_2017,EDWARD R MURROW HIGH SCHOOL,74.8,3.04,2.93,0.82,4,0.581,0.86,3,3894.0,0.254,0.226,0.092,0.358,0.21600000000000003,0.052000000000000005,0.18600000000000003,0.267,,,0.223,0.9109999999999999,4,3,3,4,3,0.79,3,0.8,2,2,0.907,0.73,3,0.961,0.89,3,5.3,1
